musee,ville,reference,numero_inventaire,titre,domaine,artistes,statut,credit,notice_pop
musée du Louvre,Paris,50350111493,"MI 1092, recto",Portrait équestre de François Ier,miniature,François Clouet,unknown,"© Musée du Louvre, M. Beck-Coppola",https://pop.culture.gouv.fr/notice/joconde/50350111493
musée du Louvre,Paris,000PE013394,RF 1961 41,Ruth et Booz,peinture,Fragonard,unknown,© A. Dequier ; © M. Bard,https://pop.culture.gouv.fr/notice/joconde/000PE013394
musée Rolin,Autun,01610001173,CH. 294,Judas,peinture,Sébastien Bourdon,unknown,© Stéphane Prost,https://pop.culture.gouv.fr/notice/joconde/01610001173
musée Rolin,Autun,01610000091,CH. 5,Le jeu des singes dans le monde,peinture,David Téniers,unknown,Stéphane Prost,https://pop.culture.gouv.fr/notice/joconde/01610000091
musée Rolin,Autun,01610009748,MAR. 74,Portrait d'homme à la perruque,peinture,Nicolas de Largillière,unknown,© Claudine Massard,https://pop.culture.gouv.fr/notice/joconde/01610009748
musée Rolin,Autun,01610001204,H.V. 53,Portrait de Johann-Georg Wille ; Portrait d'homme (autre titre),peinture,Greuze,unknown,© Stéphane Prost,https://pop.culture.gouv.fr/notice/joconde/01610001204
musée Rolin,Autun,01610009747,MAR. 64,Portrait de femme,peinture,Nicolas de Largillière,unknown,© Claudine Massard,https://pop.culture.gouv.fr/notice/joconde/01610009747
musée Rolin,Autun,01610001174,CH. 295,Saint André,peinture,Sébastien Bourdon,unknown,© Stéphane Prost,https://pop.culture.gouv.fr/notice/joconde/01610001174
musée Rolin,Autun,01610001170,CH. 291,Saint Jacques le Majeur,peinture,Sébastien Bourdon,unknown,© Stéphane Prost,https://pop.culture.gouv.fr/notice/joconde/01610001170
musée Rolin,Autun,01610001171,CH. 292,Saint Mathieu (ou saint Matthias),peinture,Sébastien Bourdon,unknown,© Stéphane Prost,https://pop.culture.gouv.fr/notice/joconde/01610001171
musée Rolin,Autun,01610001172,CH. 293,Saint Paul (ou saint Barthélémy),peinture,Sébastien Bourdon,unknown,© Stéphane Prost,https://pop.culture.gouv.fr/notice/joconde/01610001172
musée Rolin,Autun,01610001169,CH. 290,Saint Philippe,peinture,Sébastien Bourdon,unknown,© Stéphane Prost,https://pop.culture.gouv.fr/notice/joconde/01610001169
musée Rolin,Autun,01610001107,990.4.1,Vierge à l'Enfant,peinture,Le Pérugin,unknown,Stéphane Prost,https://pop.culture.gouv.fr/notice/joconde/01610001107
musée des beaux-arts,Nîmes,M0457000323,261,Abel mort ; La mort d'Abel,beaux-arts;peinture,Pier Francesco Mola,unknown,© Florent Gardin,https://pop.culture.gouv.fr/notice/joconde/M0457000323
musée des beaux-arts,Nîmes,M0457001362,1319 ; Autre numéro d'inventaire : 948.2.40,Buste de femme,beaux-arts;peinture,François Clouet,unknown,Stéphane Ramillon,https://pop.culture.gouv.fr/notice/joconde/M0457001362
musée des beaux-arts,Nîmes,M0457000737,686 ; D.4 (numéro dans catalogue ancien),Paysage ,beaux-arts;dessin,Boucher,unknown,"© Musée des Beaux-arts, Nîmes",https://pop.culture.gouv.fr/notice/joconde/M0457000737
musée des beaux-arts,Nîmes,00457000809,758 ; D.74 (numéro dans catalogue ancien),Sans désignation,beaux-arts;dessin,Boucher,unknown,"© Musée des Beaux-arts, Nîmes",https://pop.culture.gouv.fr/notice/joconde/00457000809
musée des beaux-arts,Nîmes,M0457000753,702 ; D.20 (numéro dans catalogue ancien),Sans désignation,beaux-arts;dessin,Boucher,unknown,"© Musée des Beaux-arts, Nîmes",https://pop.culture.gouv.fr/notice/joconde/M0457000753
musée des beaux-arts,Nîmes,M0457000769,718 ; D.36 (numéro dans catalogue ancien),Sans désignation,beaux-arts;dessin,Van Dyck,unknown,"Musée des Beaux-arts, Nîmes",https://pop.culture.gouv.fr/notice/joconde/M0457000769
musée des beaux-arts,Nîmes,M0457000773,722 ; Numéro ancien catalogue : D.40,Sans désignation,beaux-arts;dessin,Charles Le Brun,unknown,"© Musée des Beaux-arts, Nîmes",https://pop.culture.gouv.fr/notice/joconde/M0457000773
musée des beaux-arts,Nîmes,M0457000810,759 ; D.77 (numéro dans catalogue ancien),Sans désignation,beaux-arts;dessin,Boucher,unknown,"Musée des beaux-arts, Ville de Nîmes.",https://pop.culture.gouv.fr/notice/joconde/M0457000810
musée des beaux-arts,Nîmes,M0457000827,776 ; D.94 (numéro dans catalogue ancien),Sans désignation,beaux-arts;dessin,Boucher,unknown,"Musée des Beaux-arts, Nîmes",https://pop.culture.gouv.fr/notice/joconde/M0457000827
musée des beaux-arts,Nîmes,M0457000885,834 ; D.152 (numéro dans catalogue ancien),Sans désignation,beaux-arts;dessin,Giorgio Vasari,unknown,"© Musée des Beaux-arts, Nîmes",https://pop.culture.gouv.fr/notice/joconde/M0457000885
musée Granet,Aix-en-Provence,08940005214,860.1.604 ; 860.1.301 (Numérotation manuscrite Louis Malbos (catalogue Pontier 1900 annoté)(numérotation abandonnée par Bernard Terlay)) ; 167 (Cat. Gibert 1867) ; 516 (Cat. Pontier-Beaux-Arts 1900),Allégorie du rire ; Homme tenant une tête tranchée,peinture,Salvator Rosa,unknown,"© ALMODOVAR, Claude",https://pop.culture.gouv.fr/notice/joconde/08940005214
musée Granet,Aix-en-Provence,08940004673,860.1.211 ; 860.1.267 (Numérotation manuscrite Louis Malbos (catalogue Pontier 1900 annoté)(numérotation abandonnée par Bernard Terlay)) ; 36 (Cat. Gibert 1867) ; 471 (Cat. Pontier-Beaux-Arts 1900),L'Adoration des Mages (titre d'usage),beaux-arts;peinture,Carlo Maratti,unknown,"© Claude Almodovar / musée Granet, Ville d'Aix-en-Provence",https://pop.culture.gouv.fr/notice/joconde/08940004673
musée Granet,Aix-en-Provence,08940004909,860.1.381 ; 860.1.261 (Numérotation manuscrite Louis Malbos (catalogue Pontier 1900 annoté)(numérotation abandonnée par Bernard Terlay)) ; 112 (Cat. Gibert 1867) ; 465 (Cat. Pontier-Beaux-Arts 1900) ; 96 ; 249,L'enlèvement d'Hélène,peinture,Luca Giordano,unknown,"© ALMODOVAR, Claude",https://pop.culture.gouv.fr/notice/joconde/08940004909
musée Granet,Aix-en-Provence,08940004679,860.1.214 ; 860.1.176 (Numérotation manuscrite Louis Malbos (catalogue Pontier 1900 annoté)(numérotation abandonnée par Bernard Terlay)) ; 249 (Cat. Gibert 1867) ; 351 (Cat. Pontier-Beaux-Arts 1900) ; Fl93 ; 214 ; 59,La Nature parée par les Trois Grâces,beaux-arts;peinture,Rubens,unknown,"© Claude Almodovar / musée Granet, Ville d'Aix-en-Provence",https://pop.culture.gouv.fr/notice/joconde/08940004679
musée Granet,Aix-en-Provence,08940004449,860.1.61 ; 860.1.126 (Numérotation manuscrite Louis Malbos (catalogue Pontier 1900 annoté)(numérotation abandonnée par Bernard Terlay)) ; 526 (Cat. Gibert 1867) ; 299 (Cat. Pontier-Beaux-Arts 1900),Minerve conseille à Cadmus d'arracher les dents du dragon (titre d'usage),peinture,Salvator Rosa,unknown,"© ALMODOVAR, Claude",https://pop.culture.gouv.fr/notice/joconde/08940004449
musée Granet,Aix-en-Provence,08940004368,860.1.9 ; 9 (Numéro d'inventaire du legs BdF) ; 198 (Cat. Gibert 1867),Paysage d'Italie au soleil couchant avec des pêcheurs ; Paysage d'Italie au soleil couchant : pêcheurs dans un ruisseau sous de grands arbres (titre factice),peinture,Salvator Rosa,unknown,"© ALMODOVAR, Claude",https://pop.culture.gouv.fr/notice/joconde/08940004368
musée Granet,Aix-en-Provence,08940004481,860.1.82 ; 860.1.26 (Numérotation manuscrite Louis Malbos (catalogue Pontier 1900 annoté)(numérotation abandonnée par Bernard Terlay)) ; 450 (Cat. Gibert 1867) ; 140 (Cat. Pontier-Beaux-Arts 1900) ; 34,Paysage d'Italie avec un berger et diverses figures vêtues à l'antique,beaux-arts;peinture,Gaspard Dughet,unknown,"© Claude Almodovar / musée Granet, Ville d'Aix-en-Provence",https://pop.culture.gouv.fr/notice/joconde/08940004481
musée Granet,Aix-en-Provence,08940004668,860.1.207 ; 860.1.278 (Numérotation manuscrite Louis Malbos (catalogue Pontier 1900 annoté)(numérotation abandonnée par Bernard Terlay)) ; 81 (Cat. Gibert 1867) ; 479 (Cat. Pontier-Beaux-Arts 1900),Paysage montagneux (esquisse),peinture,Salvator Rosa,unknown,"© ALMODOVAR, Claude",https://pop.culture.gouv.fr/notice/joconde/08940004668
musée Granet,Aix-en-Provence,08940005176,860.1.577 ; 577 (Numéro d'inventaire du legs BdF) ; 116 (Cat. Gibert 1867) ; 12,Saint François Xavier présidant la construction d'un édifice ; Construction d'un édifice sous la direction de saint François Xavier,peinture,Luca Giordano,unknown,"© ALMODOVAR, Claude",https://pop.culture.gouv.fr/notice/joconde/08940005176
musée Granet,Aix-en-Provence,08940005128,860.1.541 ; 860.1.546 bis ; 69 (Catalogue annoté de la Galerie Bourguignon),Sainte Madeleine en extase (titre factice),beaux-arts;peinture,Guido Reni,unknown,"© Claude Almodovar / musée Granet, Ville d'Aix-en-Provence",https://pop.culture.gouv.fr/notice/joconde/08940005128
musée des Augustins,Toulouse,05620001443,D 1973 1 ; 861 1 1 (inventaire de Tarbes),Apollon,peinture,Annibale Carracci,unknown,Bernard Delorme,https://pop.culture.gouv.fr/notice/joconde/05620001443
musée des Augustins,Toulouse,05620000350,2004 1 337 ; 391 (Ro),Combat de cavalerie,peinture,Antonio Tempesta,unknown,Bernard Delorme,https://pop.culture.gouv.fr/notice/joconde/05620000350
musée des Augustins,Toulouse,05620001275,2004 1 370 ; 460 (Ro),"La Vierge, l'enfant Jésus et saint Jean",peinture,Rubens,unknown,DELORME,https://pop.culture.gouv.fr/notice/joconde/05620001275
musée des Augustins,Toulouse,05620001257,2004 1 26 ; 439 (Ro) ; D 1803 11 (Autre numéro),Le Christ aux anges,peinture,Van Dyck,unknown,Daniel Martin,https://pop.culture.gouv.fr/notice/joconde/05620001257
musée des Augustins,Toulouse,05620001258,2004 1 44 ; 440 (Ro) ; D 1805 3 (Autre numéro),Le miracle de la mule (Légende de saint Antoine de Padoue),peinture,Van Dyck,unknown,Daniel Martin,https://pop.culture.gouv.fr/notice/joconde/05620001258
musée des Augustins,Toulouse,05620001288,RO 859,Paysage,peinture,Paul Bril,unknown,,https://pop.culture.gouv.fr/notice/joconde/05620001288
musée des Augustins,Toulouse,05620000673,73 3 1 ; PI 1653 (Autre numéro),"Portrait de Jules de Résséguier, en uniforme",peinture,François Gérard,unknown,Daniel Martin,https://pop.culture.gouv.fr/notice/joconde/05620000673
musée des Augustins,Toulouse,05620000355,2004 1 117 ; 396 (Ro) ; D 1865 4 (Autre numéro),Sainte Famille,peinture,Titien,unknown,Bernard Delorme,https://pop.culture.gouv.fr/notice/joconde/05620000355
musée des Augustins,Toulouse,05620001274,2004 1 369 ; 459 (Ro),"Thomyris reine des Massagètes ; Thomyris, reine des Massagetes fait plonger la tête de Cyrus dans un vase rempli de sang",peinture,Nicolas de Largillière,unknown,Photo Bernard Delorme,https://pop.culture.gouv.fr/notice/joconde/05620001274
musée des beaux-arts et d'archéologie,Dole,M0347001326,CH 556,Fête Flamande,peinture,David Téniers,restricted,Jean-Loup Mathieu (Eurêka) - utilisation soumise à autorisation ; musée des beaux-arts de Dole,https://pop.culture.gouv.fr/notice/joconde/M0347001326
musée des beaux-arts et d'archéologie,Dole,M0347001754,CH 598,La danse à l'auberge,peinture,David Téniers,restricted,© Jean-Loup Mathieu (Eurêka) - utilisation soumise à autorisation ; © musée des beaux-arts de Dole,https://pop.culture.gouv.fr/notice/joconde/M0347001754
musée des beaux-arts et d'archéologie,Dole,M0347001327,246,Laitière dans une étable ; Intérieur d'étable (autre titre),peinture,David Téniers,restricted,© Jean-Loup Mathieu (Eurêka) - utilisation soumise à autorisation ; © musée des beaux-arts de Dole,https://pop.culture.gouv.fr/notice/joconde/M0347001327
musée des beaux-arts et d'archéologie,Dole,M0347001249,223,Lucrèce,peinture,Luca Giordano,restricted,© Jean-Loup Mathieu (Eurêka) - utilisation soumise à autorisation ; studio Chechillot,https://pop.culture.gouv.fr/notice/joconde/M0347001249
musée des beaux-arts et d'archéologie,Dole,M0347000653,364,Paysage au ciel tourmenté,peinture,Paul Bril,restricted,© Jean-Loup Mathieu (Eurêka) - utilisation soumise à autorisation ; © musée des beaux-arts de Dole,https://pop.culture.gouv.fr/notice/joconde/M0347000653
musée des beaux-arts et d'archéologie,Dole,M0347000652,354,Paysage avec une rivière,peinture,Paul Bril,restricted,© Jean-Loup Mathieu (Eurêka) - utilisation soumise à autorisation ; © musée des beaux-arts de Dole,https://pop.culture.gouv.fr/notice/joconde/M0347000652
musée des beaux-arts et d'archéologie,Dole,M0347001435,CH 66,Portrait d'homme à mi-corps,peinture,Nicolas de Largillière,restricted,© Jean -Loup Mathieu (Eurêka) ; studio Chechillot ; Catherine Scheck - utilisation soumise à autorisation,https://pop.culture.gouv.fr/notice/joconde/M0347001435
musée des beaux-arts et d'archéologie,Dole,M0347001753,CH 434,"Scène d'auberge avec fumeur, joueuse de cartes, buveurs et danseuses",peinture,David Téniers,restricted,© Jean-Loup Mathieu (Eurêka) - utilisation soumise à autorisation ; © musée des beaux-arts de Dole,https://pop.culture.gouv.fr/notice/joconde/M0347001753
musée des beaux-arts et d'archéologie,Dole,M0347001723,108,Tête de femme : Le Silence,peinture,Andrea del Sarto ; Michel-Ange,restricted,Jean-Loup Mathieu (Eurêka) - utilisation soumise à autorisation ; studio Chechillot,https://pop.culture.gouv.fr/notice/joconde/M0347001723
musée des beaux-arts,Caen,000PE021644,M.261,Joueurs de palet dans un paysage hivernal,peinture,David Téniers,unknown,"Musée des Beaux-Arts de Caen, cliché Martine Seyve",https://pop.culture.gouv.fr/notice/joconde/000PE021644
musée des beaux-arts,Caen,000PE023056,182,L'Homme à la figue,peinture,Simon Vouet,unknown,"Musée des Beaux-Arts de Caen, cliché Martine Seyve",https://pop.culture.gouv.fr/notice/joconde/000PE023056
musée des beaux-arts,Caen,06570009240,369,La Vierge et l'Enfant entourés d'anges ; Triomphe de la Vierge,peinture,Le Tintoret,unknown,"Musée des Beaux-Arts de Caen, cliché Patricia Touzard",https://pop.culture.gouv.fr/notice/joconde/06570009240
musée des beaux-arts,Caen,06570008170,64,Le Christ au tombeau ; Déploration sur le corps du Christ,peinture,Le Pérugin,unknown,"Musée des Beaux-Arts de Caen, cliché Martine Seyve",https://pop.culture.gouv.fr/notice/joconde/06570008170
musée des beaux-arts,Caen,000PE021397,23,Le Sauveur du monde,peinture,Hyacinthe Rigaud,unknown,"Musée des Beaux-Arts de Caen, cliché Patricia Touzard",https://pop.culture.gouv.fr/notice/joconde/000PE021397
musée des beaux-arts,Caen,000PE020930,OD.27,Mercure confiant le jeune Bacchus aux nymphes du mont Nysa,beaux-arts;peinture,Boucher,unknown,"© Musée des Beaux-Arts de Caen, cliché Ernest Le Deley",https://pop.culture.gouv.fr/notice/joconde/000PE020930
musée des beaux-arts,Caen,000PE021645,M.117,Visite de la reine de Saba au roi Salomon,peinture,David Téniers,unknown,"Musée des Beaux-Arts de Caen, cliché Martine Seyve",https://pop.culture.gouv.fr/notice/joconde/000PE021645
musée des beaux-arts,Caen,06570017304,M.337.39,Érasme,dessin,Van Dyck,unknown,"Musée des Beaux-Arts de Caen, cliché Patricia Touzard",https://pop.culture.gouv.fr/notice/joconde/06570017304
musée des Beaux-Arts de Saint-Denis,Reims,03110041532,897.34.14 ; 525 (Ancien registre B),Ah ! Le Voilà ! ; Le chien commissionnaire,peinture,Louis Léopold Boilly,unknown,© CHRISTIAN DEVLEESCHAUWER,https://pop.culture.gouv.fr/notice/joconde/03110041532
musée des Beaux-Arts de Saint-Denis,Reims,03110002336,828.1.16 ; n° 40 p. 111 Ro. (Ancien registre A),"François d'Espinay, marquis de Saint-Luc ; François de La Rochefoucauld",peinture,Pierre Mignard,unknown,© Christian DEVLEESCHAUWER,https://pop.culture.gouv.fr/notice/joconde/03110002336
musée des Beaux-Arts de Saint-Denis,Reims,03110000174,"795.1.173 ; 9 (inventaire LELARGE, 1770) ; 142 (Inventaire BERGEAT, 1794) ; p. 109 Ro (Ancien registre A)","Louis XIV à cheval (titre attribué) ; Louis le Grand à l'âge de 37 ans (titre publié (Paris, 1845))",peinture,Pierre Mignard,unknown,© Christian DEVLEESCHAUWER,https://pop.culture.gouv.fr/notice/joconde/03110000174
musée des Beaux-Arts de Saint-Denis,Reims,03110041569,913.7.2 ; 1565 (Ancien registre B) ; NC 170 (Inventaire NC),Marine,peinture,Joseph Vernet,unknown,© Christian DEVLEESCHAUWER,https://pop.culture.gouv.fr/notice/joconde/03110041569
musée des Beaux-Arts de Saint-Denis,Reims,03110000287,"795.1.286 ; n° 215 (Inventaire BERGEAT, 1794)",Portrait de Nicolas Hénin de Cuvillers (titre attribué),peinture,Philippe de Champaigne,unknown,© Christian DEVLEESCHAUWER,https://pop.culture.gouv.fr/notice/joconde/03110000287
musée des Beaux-Arts de Saint-Denis,Reims,03110032162,2014.0.1 ; 37 (Inventaire supplémentaire de l'École de Dessin (ISEC)),Tête d'homme,peinture,Pier Francesco Mola,unknown,© Christian DEVLEESCHAUWER,https://pop.culture.gouv.fr/notice/joconde/03110032162
musée des Beaux-Arts de Saint-Denis,Reims,03110041486,2014.0.2 ; (Inventaire supplémentaire de l'École de Dessin (ISEC)),Tête d'homme,peinture,Pier Francesco Mola,unknown,© Christian DEVLEESCHAUWER,https://pop.culture.gouv.fr/notice/joconde/03110041486
musée des Beaux-Arts de Saint-Denis,Reims,03110042522,949.1.31,Étude de tête (titre attribué),peinture,Van Dyck,unknown,© Christian DEVLEESCHAUWER,https://pop.culture.gouv.fr/notice/joconde/03110042522
musée d’ethnographie corse,Bastia,03290005103,MEC.56.13.202 ; 43 ou 49 (Autre numéro),Ange portant le Saint Suaire,peinture,Federico Zuccaro,unknown,© JAMBERT ; Jean André Bertozzi / ADGAP,https://pop.culture.gouv.fr/notice/joconde/03290005103
musée d’ethnographie corse,Bastia,03290005102,MEC.56.13.201 ; 49 (Autre numéro) ; 42 (Autre numéro),Ange portant les instruments de la passion,peinture,Federico Zuccaro,unknown,© JAMBERT ; Jean André Bertozzi / ADGAP,https://pop.culture.gouv.fr/notice/joconde/03290005102
musée d’ethnographie corse,Bastia,03290005077,MEC.56.13.179 ; 47 (Autre numéro),Apparition de Jésus à Marie-Madeleine,peinture,Luca Giordano,unknown,Jean André Bertozzi / ADGAP,https://pop.culture.gouv.fr/notice/joconde/03290005077
musée d’ethnographie corse,Bastia,03290006927,MEC.75.2.4 ; MECD.73.2.4 (Autre numéro),Choc de cavalerie ; Bataille ; Scène représentant des cavaliers (ancien titre),peinture,Salvator Rosa,unknown,© JAMBERT ; Jean André Bertozzi / ADGAP,https://pop.culture.gouv.fr/notice/joconde/03290006927
musée d’ethnographie corse,Bastia,03290005058,MEC.56.13.162 ; 40 (Autre numéro),Jésus guérissant un aveugle,peinture,Luca Cambiaso,unknown,© Edith Weigel,https://pop.culture.gouv.fr/notice/joconde/03290005058
musée d’ethnographie corse,Bastia,03290008037,MEC.91.2.2,Loth et ses filles,peinture,Carlo Maratti,unknown,© JAMBERT ; JA.Bertozzi-ADGAP,https://pop.culture.gouv.fr/notice/joconde/03290008037
musée d’ethnographie corse,Bastia,03290005065,MEC.56.13.168 ; 51 (Autre numéro),Paysage,peinture,Salvator Rosa,unknown,© JAMBERT ; JA.Bertozzi-ADGAP,https://pop.culture.gouv.fr/notice/joconde/03290005065
musée d’ethnographie corse,Bastia,03290005067,MEC.56.13.170 ; 11 (Autre numéro) ; 20 (AGET),Vénus et Mars,peinture,Véronèse,unknown,Jean André Bertozzi / ADGAP,https://pop.culture.gouv.fr/notice/joconde/03290005067
musée départemental d'art ancien et contemporain,Epinal,M0536000446,L.I.121,Denys de Syracuse,beaux-arts;peinture,Luca Giordano,unknown,© Claude Philippot,https://pop.culture.gouv.fr/notice/joconde/M0536000446
musée départemental d'art ancien et contemporain,Epinal,M0536000542,L.I.51,L'École d'Athènes,beaux-arts;peinture,Carlo Maratti,unknown,© Claude Philippot,https://pop.culture.gouv.fr/notice/joconde/M0536000542
musée départemental d'art ancien et contemporain,Epinal,M0536001628,D.1920.24,Le Coche d’eau (recto) ; Personnage de dos drapé d’une cape (verso),beaux-arts;dessin,Fragonard,unknown,© Claude Philippot,https://pop.culture.gouv.fr/notice/joconde/M0536001628
musée départemental d'art ancien et contemporain,Epinal,M0536000553,L.I.61,Paysage,beaux-arts;peinture,Salvator Rosa,unknown,© Imatec Lionel AUDINET-Daniel CHAUBARD,https://pop.culture.gouv.fr/notice/joconde/M0536000553
musée départemental d'art ancien et contemporain,Epinal,M0536000395,C.440,Portrait d'homme,beaux-arts;peinture,Nicolas de Largillière,unknown,© PHILIPPOT Claude,https://pop.culture.gouv.fr/notice/joconde/M0536000395
musée départemental d'art ancien et contemporain,Epinal,M0536030527,C.1055,Portrait d'une paysanne dormant,beaux-arts;dessin,Greuze,unknown,© Claude Philippot,https://pop.culture.gouv.fr/notice/joconde/M0536030527
musée départemental d'art ancien et contemporain,Epinal,M0536000447,L.I.122,Portrait d’homme,beaux-arts;peinture,Nicolas de Largillière,unknown,© PHILIPPOT Claude,https://pop.culture.gouv.fr/notice/joconde/M0536000447
musée départemental d'art ancien et contemporain,Epinal,M0536000515,L.I.26,Saint Jérôme et l’ange sonnant la trompette du Jugement dernier,beaux-arts;peinture,Ribera,unknown,© Claude Philippot,https://pop.culture.gouv.fr/notice/joconde/M0536000515
musée des Beaux-Arts,Strasbourg,00190086745,44.2004.0.1,Joueurs de quilles,peinture,David Téniers,unknown,Service photographique des Musées de Strasbourg,https://pop.culture.gouv.fr/notice/joconde/00190086745
musée des Beaux-Arts,Strasbourg,00190086863,44.2004.0.12,Les fumeurs de pipe,peinture,David Téniers,unknown,Service photographique des Musées de Strasbourg,https://pop.culture.gouv.fr/notice/joconde/00190086863
musée des Beaux-Arts,Strasbourg,00190023064,D.44.976.0.5,Paysage avec bergers et troupeau,peinture,David Téniers,unknown,"© Service photographique des Musées de Strasbourg, © BACHER",https://pop.culture.gouv.fr/notice/joconde/00190023064
musée des Beaux-Arts,Strasbourg,00190022486,MBA 1652,Portrait d'homme,peinture,Van Dyck,unknown,"© Service photographique des Musées de Strasbourg, © BACHER",https://pop.culture.gouv.fr/notice/joconde/00190022486
musée des Beaux-Arts,Strasbourg,00190022506,MBA 266,Portrait d'homme ; Portrait de vieillard,peinture,Rembrandt,unknown,"© Service photographique des Musées de Strasbourg, © BACHER, © BERTOLA",https://pop.culture.gouv.fr/notice/joconde/00190022506
musée des Beaux-Arts,Strasbourg,00190022485,MBA 1651,Portrait de femme,peinture,Van Dyck,unknown,"© Service photographique des Musées de Strasbourg, © BACHER",https://pop.culture.gouv.fr/notice/joconde/00190022485
musée des Beaux-Arts,Strasbourg,00190022478,MBA 545,Portrait de l'artiste ; Autoportrait en saint Jean (autre titre),peinture,Van Dyck,unknown,"© Service photographique des Musées de Strasbourg, © BACHER, © PLISSON",https://pop.culture.gouv.fr/notice/joconde/00190022478
musée de la Chartreuse,Douai,06190023719,1190 ; 877.1.188 (Autre numéro d'inventaire),Enfant au réveil,peinture,Guido Reni,unknown,,https://pop.culture.gouv.fr/notice/joconde/06190023719
musée de la Chartreuse,Douai,06190001401,307 (disp),La Belle Paule,peinture,Le Primatice,unknown,musée de la Chartreuse à Douai,https://pop.culture.gouv.fr/notice/joconde/06190001401
musée de la Chartreuse,Douai,06190001319,1091 ; 877.1.23 (Autre numéro d'inventaire),La Sainte Famille,peinture,Botticelli,unknown,© musée de la Chartreuse à Douai,https://pop.culture.gouv.fr/notice/joconde/06190001319
musée de la Chartreuse,Douai,06190001144,1191 ; 877.1.139 (Autre numéro d'inventaire),Le Massacre des Innocents,peinture,Guido Reni,unknown,musée de la Chartreuse à Douai,https://pop.culture.gouv.fr/notice/joconde/06190001144
musée de la Chartreuse,Douai,06190000063,1 ; 857.1.2 (Autre numéro d'inventaire),Paysage avec figures,peinture,David Téniers,unknown,musée de la Chartreuse à Douai,https://pop.culture.gouv.fr/notice/joconde/06190000063
musée de la Chartreuse,Douai,06190023766,1241,Portrait de Catherine de Médicis,peinture,Corneille de Lyon,unknown,,https://pop.culture.gouv.fr/notice/joconde/06190023766
musée de la Chartreuse,Douai,06190001780,131,Réception de saint Placide et de saint Maur par saint Benoît,peinture,Van Dyck,unknown,musée de la Chartreuse à Douai,https://pop.culture.gouv.fr/notice/joconde/06190001780
musée d'art Roger-Quillot,Clermont-Ferrand,M0121002493,2230 ; 861.21.1,La mort de Cléopâtre,beaux-arts;peinture;histoire,Luca Giordano,unknown,Ville de Clermont-Ferrand MARQ ; Thibaut Mazen,https://pop.culture.gouv.fr/notice/joconde/M0121002493
musée d'art Roger-Quillot,Clermont-Ferrand,M0121004507,2491,La mort de Méléagre,beaux-arts;peinture,Boucher,unknown,"© J.C. Sergère, musée d'art Roger-Quilliot",https://pop.culture.gouv.fr/notice/joconde/M0121004507
musée d'art Roger-Quillot,Clermont-Ferrand,M0121003074,2541,La sainte Famille contemplant l'Enfant Jésus endormi,beaux-arts;peinture,Guido Reni,unknown,© Ville de Clermont-Ferrand MARQ,https://pop.culture.gouv.fr/notice/joconde/M0121003074
musée d'art Roger-Quillot,Clermont-Ferrand,M0121003026,2613 ; 894.404.3 ; 56.343.1,Orphée charmant les animaux,beaux-arts;peinture,Boucher,unknown,Ville de Clermont-Ferrand MARQ,https://pop.culture.gouv.fr/notice/joconde/M0121003026
musée d'art Roger-Quillot,Clermont-Ferrand,M0121003071,2708,Portrait de Mademoiselle de Charolais (ou de Blois),beaux-arts;peinture,Hyacinthe Rigaud,unknown,Ville de Clermont-Ferrand MARQ ;  JC SERGERE,https://pop.culture.gouv.fr/notice/joconde/M0121003071
musée d'art Roger-Quillot,Clermont-Ferrand,M0121004505,2490,Pyrrhus sauvé ou La naissance d'Oedipe,beaux-arts;peinture,Boucher,unknown,"© J.C. Sergère, musée d'art Roger-Quilliot",https://pop.culture.gouv.fr/notice/joconde/M0121004505
musée d'art Roger-Quillot,Clermont-Ferrand,M0121001933,2226,Étude de tête d'homme,beaux-arts;peinture,Géricault,unknown,Ville de Clermont-Ferrand MARQ,https://pop.culture.gouv.fr/notice/joconde/M0121001933
musée municipal,Pithiviers,M0289002599,001.5606 ; A.N. =768,Cheval debout de profil vers la gauche (titre factice),beaux-arts;dessin,Géricault,unknown,© Matthieu Dussauge,https://pop.culture.gouv.fr/notice/joconde/M0289002599
musée municipal,Pithiviers,M0289002503,001.5512 ; A.N.=751,Enlèvement des Sabines (titre factice),beaux-arts;dessin,Ludovico Carracci,unknown,© Matthieu Dussauge,https://pop.culture.gouv.fr/notice/joconde/M0289002503
musée municipal,Pithiviers,M0289002509,001.5518 ; A.N.=648,Etudes de femmes drapées (titre factice),beaux-arts;dessin,Ludovico Carracci,unknown,© Matthieu Dussauge,https://pop.culture.gouv.fr/notice/joconde/M0289002509
musée municipal,Pithiviers,M0289002516,001.5525 ; A.N.=775,Evêque drapé avec un aigle à ses pieds (titre factice),beaux-arts;dessin,Le Pérugin,unknown,© Matthieu Dussauge ; © musée d'Art et d'Histoire - Pithiviers,https://pop.culture.gouv.fr/notice/joconde/M0289002516
musée municipal,Pithiviers,M0289002508,001.5517 ; A.N.=648,Personnages (titre factice),beaux-arts;dessin,Ludovico Carracci,unknown,© Matthieu Dussauge ; © musée d'Art et d'Histoire - Pithiviers,https://pop.culture.gouv.fr/notice/joconde/M0289002508
musée municipal,Pithiviers,M0289002511,001.5520 ; A.N.=776,Religieux en adoration aux pieds d'une Vierge dans les nuages (titre factice),beaux-arts;dessin,Le Primatice,unknown,© Matthieu Dussauge,https://pop.culture.gouv.fr/notice/joconde/M0289002511
